ID,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
4359,Atlantic Ocean,1083.0,pieces/m3,Very High,-1.4691,-44.3394,2018-10-15,0.0
4360,Atlantic Ocean,760.0,pieces/m3,Very High,-0.9387,-44.5533,2018-10-15,0.0
4361,Atlantic Ocean,1045.0,pieces/m3,Very High,-1.2036,-44.4451,2018-10-15,0.0
4362,Atlantic Ocean,0.078947,pieces/m3,Medium,43.2531,5.3617,2018-10-16,0.0
4363,Atlantic Ocean,0.122449,pieces/m3,Medium,43.2571,5.3726,2018-10-16,0.0
4364,Atlantic Ocean,0.100775,pieces/m3,Medium,43.2469,5.3522,2018-10-16,0.0
4365,Atlantic Ocean,0.063197,pieces/m3,Medium,43.2407,5.343,2018-10-16,0.0
4366,Atlantic Ocean,1691.0,pieces/m3,Very High,0.5384,-44.8665,2018-10-16,0.0
4367,Atlantic Ocean,1843.0,pieces/m3,Very High,-0.448,-44.7559,2018-10-16,0.0
4368,Atlantic Ocean,1539.0,pieces/m3,Very High,-0.1487,-44.8345,2018-10-16,0.0
4369,Atlantic Ocean,1634.0,pieces/m3,Very High,0.1916,-44.8639,2018-10-16,0.0
4370,Atlantic Ocean,874.0,pieces/m3,Very High,0.34,-44.8809,2018-10-16,0.0
4371,Atlantic Ocean,1368.0,pieces/m3,Very High,0.6318,-45.3982,2018-10-16,0.0
4372,Atlantic Ocean,1900.0,pieces/m3,Very High,0.7139,-45.8471,2018-10-16,0.0
4373,Atlantic Ocean,1064.0,pieces/m3,Very High,0.3343,-47.738,2018-10-17,0.0
4374,Atlantic Ocean,3268.0,pieces/m3,Very High,0.4289,-47.698,2018-10-17,0.0
4375,Atlantic Ocean,2546.0,pieces/m3,Very High,0.4831,-47.4079,2018-10-17,0.0
4376,Atlantic Ocean,1007.0,pieces/m3,Very High,0.5345,-47.1267,2018-10-17,0.0
4377,Atlantic Ocean,2755.0,pieces/m3,Very High,0.5807,-46.8811,2018-10-17,0.0
4378,Atlantic Ocean,988.0,pieces/m3,Very High,0.6288,-46.6203,2018-10-17,0.0
4379,Atlantic Ocean,0.03125,pieces/m3,Medium,43.183,5.3831,2018-10-18,0.0
4380,Atlantic Ocean,0.191781,pieces/m3,Medium,43.2106,5.4061,2018-10-18,0.0
4381,Atlantic Ocean,0.030864,pieces/m3,Medium,43.183,5.3908,2018-10-18,0.0
4382,Atlantic Ocean,0.208511,pieces/m3,Medium,43.2109,5.4064,2018-10-18,0.0
4383,Atlantic Ocean,1026.0,pieces/m3,Very High,1.6683,-48.2718,2018-10-18,0.0
4384,Atlantic Ocean,2565.0,pieces/m3,Very High,1.4205,-48.1567,2018-10-18,0.0
4385,Atlantic Ocean,1368.0,pieces/m3,Very High,1.9183,-48.3868,2018-10-18,0.0
4386,Atlantic Ocean,1938.0,pieces/m3,Very High,2.1607,-48.5024,2018-10-18,0.0
4387,Atlantic Ocean,1311.0,pieces/m3,Very High,2.4131,-48.6165,2018-10-18,0.0
4388,Atlantic Ocean,893.0,pieces/m3,Very High,2.658,-48.7325,2018-10-18,0.0
4389,Atlantic Ocean,0.049076,pieces/m3,Medium,39.2187,-9.6577,2018-10-19,0.0
4390,Atlantic Ocean,722.0,pieces/m3,Very High,3.3978,-49.0769,2018-10-19,0.0
4391,Atlantic Ocean,1463.0,pieces/m3,Very High,-0.6659,-48.1051,2018-10-19,0.0
4392,Atlantic Ocean,703.0,pieces/m3,Very High,3.6527,-49.1931,2018-10-19,0.0
4393,Atlantic Ocean,2679.0,pieces/m3,Very High,3.8978,-49.3075,2018-10-19,0.0
4394,Atlantic Ocean,1216.0,pieces/m3,Very High,4.3988,-49.5393,2018-10-19,0.0
4395,Atlantic Ocean,1140.0,pieces/m3,Very High,4.6519,-49.6595,2018-10-20,0.0
4396,Atlantic Ocean,893.0,pieces/m3,Very High,4.8977,-49.7743,2018-10-20,0.0
4397,Atlantic Ocean,0.017542,pieces/m3,Medium,-40.6993,-61.5935,2018-10-20,0.0
4398,Atlantic Ocean,1710.0,pieces/m3,Very High,0.0192,-47.8057,2018-10-22,0.0
4399,Atlantic Ocean,0.004919,pieces/m3,Low,35.1717,-9.4025,2018-11-01,0.0
4400,Atlantic Ocean,0.329469,pieces/m3,Medium,38.5197,-8.8935,2018-11-02,0.15
4401,Atlantic Ocean,0.354447,pieces/m3,Medium,38.4829,-8.9429,2018-11-02,0.15
4402,Atlantic Ocean,0.159242,pieces/m3,Medium,38.4612,-8.9943,2018-11-02,0.15
4403,Atlantic Ocean,0.063986,pieces/m3,Medium,38.4465,-9.0415,2018-11-02,0.15
4404,Atlantic Ocean,0.041031,pieces/m3,Medium,38.4399,-9.0932,2018-11-02,0.15
4405,Atlantic Ocean,0.048393,pieces/m3,Medium,38.429,-9.1461,2018-11-02,0.15
4406,Atlantic Ocean,0.00777,pieces/m3,Medium,30.4115,-11.2685,2018-11-05,0.0
4407,Atlantic Ocean,0.046599,pieces/m3,Medium,29.5008,-12.9513,2018-11-06,0.0
4408,Atlantic Ocean,0.09061,pieces/m3,Medium,28.6882,-16.384,2018-11-09,0.0
4409,Atlantic Ocean,0.02433,pieces/m3,Medium,27.302,-13.9353,2018-11-26,0.0
4410,Atlantic Ocean,0.805757,pieces/m3,Medium,36.7731,2.8201,2018-11-28,0.0
4411,Atlantic Ocean,1.440699,pieces/m3,High,36.7869,2.8695,2018-11-28,0.0
4412,Atlantic Ocean,0.640578,pieces/m3,Medium,36.7317,2.773,2018-11-28,0.0
4413,Atlantic Ocean,1.096444,pieces/m3,High,36.7608,2.8006,2018-11-28,0.0
4414,Atlantic Ocean,0.724014,pieces/m3,Medium,36.7284,2.7959,2018-11-28,0.0
4415,Atlantic Ocean,1.003069,pieces/m3,High,36.7165,2.7887,2018-11-28,0.0
4416,Atlantic Ocean,0.182944,pieces/m3,Medium,38.5197,-8.8935,2018-12-05,0.15
4417,Atlantic Ocean,0.125947,pieces/m3,Medium,38.4829,-8.9429,2018-12-05,0.15
4418,Atlantic Ocean,0.935326,pieces/m3,Medium,38.4612,-8.9943,2018-12-05,0.15
4419,Atlantic Ocean,0.277963,pieces/m3,Medium,38.4465,-9.0415,2018-12-05,0.15
4420,Atlantic Ocean,0.34311,pieces/m3,Medium,38.4399,-9.0932,2018-12-05,0.15
4421,Atlantic Ocean,0.187072,pieces/m3,Medium,38.429,-9.1461,2018-12-05,0.15
4422,Atlantic Ocean,0.037517,pieces/m3,Medium,16.368,-22.9263,2018-12-06,0.0
4423,Atlantic Ocean,0.033217,pieces/m3,Medium,-34.3095,18.3597,2018-12-10,0.0
4424,Atlantic Ocean,0.0,pieces/m3,Very Low,16.7263,-27.0503,2018-12-21,0.0
4425,Atlantic Ocean,0.018988,pieces/m3,Medium,15.5673,-39.5377,2018-12-27,0.0
4426,Atlantic Ocean,0.0,pieces/m3,Very Low,15.2557,-43.5563,2018-12-29,0.0
4427,Atlantic Ocean,0.0,pieces/m3,Very Low,13.319,-56.4845,2019-01-06,0.0
4428,Atlantic Ocean,0.970282,pieces/m3,Medium,38.5197,-8.8935,2019-01-15,0.15
4429,Atlantic Ocean,0.411184,pieces/m3,Medium,38.4829,-8.9429,2019-01-15,0.15
4430,Atlantic Ocean,0.289436,pieces/m3,Medium,38.4465,-9.0415,2019-01-15,0.15
4431,Atlantic Ocean,0.404855,pieces/m3,Medium,38.4612,-8.9943,2019-01-15,0.15
4432,Atlantic Ocean,0.318562,pieces/m3,Medium,38.4399,-9.0932,2019-01-15,0.15
4433,Atlantic Ocean,0.099791,pieces/m3,Medium,38.429,-9.1461,2019-01-15,0.15
4434,Atlantic Ocean,0.687988,pieces/m3,Medium,-32.795,-32.3933,2019-02-13,0.0
4435,Atlantic Ocean,0.041093,pieces/m3,Medium,-23.0083,-28.24,2019-02-21,0.0
4436,Atlantic Ocean,1.740947,pieces/m3,High,38.5197,-8.8935,2019-02-26,0.15
4437,Atlantic Ocean,2.06111,pieces/m3,High,38.4829,-8.9429,2019-02-26,0.15
4438,Atlantic Ocean,1.791708,pieces/m3,High,38.4465,-9.0415,2019-02-26,0.15
4439,Atlantic Ocean,1.577503,pieces/m3,High,38.4612,-8.9943,2019-02-26,0.15
4440,Atlantic Ocean,0.411862,pieces/m3,Medium,38.4399,-9.0932,2019-02-26,0.15
4441,Atlantic Ocean,0.517937,pieces/m3,Medium,38.429,-9.1461,2019-02-26,0.15
4442,Atlantic Ocean,0.07533,pieces/m3,Medium,-30.9348,14.5138,2019-03-01,0.0
4443,Atlantic Ocean,0.053017,pieces/m3,Medium,-26.8887,8.4195,2019-03-04,0.0
4444,Atlantic Ocean,0.175767,pieces/m3,Medium,-25.0532,7.44,2019-03-05,0.0
4445,Atlantic Ocean,0.0,pieces/m3,Very Low,-13.5833,-1.5733,2019-03-12,0.0
4446,Atlantic Ocean,0.421007,pieces/m3,Medium,37.9245,23.5921,2019-03-14,0.0
4447,Atlantic Ocean,0.442573,pieces/m3,Medium,37.9535,23.5748,2019-03-14,0.0
4448,Atlantic Ocean,0.859628,pieces/m3,Medium,37.9301,23.6659,2019-03-14,0.0
4449,Atlantic Ocean,0.345238,pieces/m3,Medium,37.9124,23.685,2019-03-14,0.0
4450,Atlantic Ocean,0.128726,pieces/m3,Medium,37.9142,23.6266,2019-03-14,0.0
4451,Atlantic Ocean,0.133333,pieces/m3,Medium,36.806,23.468,2019-03-18,0.0
4452,Atlantic Ocean,2.5,pieces/m3,High,36.12,25.227,2019-03-18,0.0
4453,Atlantic Ocean,0.9,pieces/m3,Medium,35.742,26.212,2019-03-19,0.0
4454,Atlantic Ocean,0.613333,pieces/m3,Medium,34.816,26.13,2019-03-20,0.0
4455,Atlantic Ocean,0.6,pieces/m3,Medium,36.086,28.22,2019-03-21,0.0
4456,Atlantic Ocean,1.173333,pieces/m3,High,36.023,29.562,2019-03-21,0.0
4457,Atlantic Ocean,0.127376,pieces/m3,Medium,44.1298,9.6089,2019-03-31,0.0
4458,Atlantic Ocean,0.098344,pieces/m3,Medium,44.1399,9.6046,2019-03-31,0.0
4459,Atlantic Ocean,0.046483,pieces/m3,Medium,44.0664,9.5502,2019-03-31,0.0
4460,Atlantic Ocean,0.52381,pieces/m3,Medium,44.3102,9.1501,2019-04-01,0.0
4461,Atlantic Ocean,0.238095,pieces/m3,Medium,44.2978,9.1496,2019-04-01,0.0
4462,Atlantic Ocean,0.413022,pieces/m3,Medium,44.2305,9.1066,2019-04-01,0.0
4463,Atlantic Ocean,0.045753,pieces/m3,Medium,17.1093,-25.0533,2019-04-21,0.0
4464,Atlantic Ocean,0.309219,pieces/m3,Medium,33.9365,10.1349,2019-04-22,0.0
4465,Atlantic Ocean,1.094618,pieces/m3,High,34.0018,10.0521,2019-04-22,0.0
4466,Atlantic Ocean,2.415224,pieces/m3,High,34.0023,10.0878,2019-04-22,0.0
4467,Atlantic Ocean,3.378668,pieces/m3,High,33.919,10.1289,2019-04-22,0.0
4468,Atlantic Ocean,0.014859,pieces/m3,Medium,16.5888,-24.4887,2019-04-23,0.0
4469,Atlantic Ocean,1.200034,pieces/m3,High,33.7703,10.2532,2019-04-24,0.0
4470,Atlantic Ocean,0.988857,pieces/m3,Medium,33.7869,10.2705,2019-04-24,0.0
4471,Atlantic Ocean,0.034041,pieces/m3,Medium,19.6458,-29.4067,2019-04-30,0.0
4472,Atlantic Ocean,0.063747,pieces/m3,Medium,21.505,-31.2643,2019-05-01,0.0
4473,Atlantic Ocean,0.848419,pieces/m3,Medium,25.1705,-32.3353,2019-05-03,0.0
4474,Atlantic Ocean,0.492551,pieces/m3,Medium,29.3187,-31.7913,2019-05-05,0.0
4475,Atlantic Ocean,0.712725,pieces/m3,Medium,22.0817,-40.826,2019-05-08,0.0
4476,Atlantic Ocean,0.107747,pieces/m3,Medium,37.2262,-31.351,2019-05-08,0.0
4477,Atlantic Ocean,0.01931,pieces/m3,Medium,21.0185,-62.8558,2019-05-12,0.0
4478,Atlantic Ocean,0.063966,pieces/m3,Medium,44.4111,8.7518,2019-05-14,0.0
4479,Atlantic Ocean,0.15054,pieces/m3,Medium,44.4159,8.7613,2019-05-14,0.0
4480,Atlantic Ocean,1.476141,pieces/m3,High,32.8733,-36.3817,2019-05-18,0.0
4481,Atlantic Ocean,0.209651,pieces/m3,Medium,37.0117,-20.8957,2019-05-19,0.0
4482,Atlantic Ocean,0.146074,pieces/m3,Medium,38.761,-27.8277,2019-05-21,0.0
4483,Atlantic Ocean,0.25618,pieces/m3,Medium,37.8097,-26.3034,2019-05-21,0.0
4484,Atlantic Ocean,0.057351,pieces/m3,Medium,43.2475,5.2803,2019-05-23,0.0
4485,Atlantic Ocean,0.039775,pieces/m3,Medium,38.489,-28.5592,2019-05-25,0.0
4486,Atlantic Ocean,0.116398,pieces/m3,Medium,38.9085,-32.7207,2019-05-31,0.0
4487,Atlantic Ocean,0.48175,pieces/m3,Medium,41.812,9.4354,2019-06-03,0.0
4488,Atlantic Ocean,0.051813,pieces/m3,Medium,41.5391,9.409,2019-06-03,0.0
4489,Atlantic Ocean,0.62465,pieces/m3,Medium,41.71,9.4311,2019-06-03,0.0
4490,Atlantic Ocean,0.153588,pieces/m3,Medium,43.065,6.4338,2019-06-03,0.0
4491,Atlantic Ocean,0.08675,pieces/m3,Medium,42.4032,9.6405,2019-06-04,0.0
4492,Atlantic Ocean,0.7346,pieces/m3,Medium,42.0452,9.5825,2019-06-04,0.0
4493,Atlantic Ocean,0.033896,pieces/m3,Medium,43.153,6.529,2019-06-04,0.0
4494,Atlantic Ocean,0.016665,pieces/m3,Medium,43.0237,6.2153,2019-06-04,0.0
4495,Atlantic Ocean,0.244531,pieces/m3,Medium,38.0735,-27.432,2019-06-04,0.0
4496,Atlantic Ocean,0.514425,pieces/m3,Medium,42.7213,10.1799,2019-06-05,0.0
4497,Atlantic Ocean,0.247088,pieces/m3,Medium,42.7322,9.8561,2019-06-05,0.0
4498,Atlantic Ocean,0.335363,pieces/m3,Medium,42.7015,9.5581,2019-06-05,0.0
4499,Atlantic Ocean,0.058058,pieces/m3,Medium,39.1337,-30.372,2019-06-05,0.0
4500,Atlantic Ocean,0.046488,pieces/m3,Medium,42.785,10.469,2019-06-06,0.0
4501,Atlantic Ocean,0.12145,pieces/m3,Medium,42.8835,10.4488,2019-06-06,0.0
4502,Atlantic Ocean,0.023075,pieces/m3,Medium,43.1197,6.3745,2019-06-06,0.0
4503,Atlantic Ocean,0.329775,pieces/m3,Medium,42.9287,10.1732,2019-06-08,0.0
4504,Atlantic Ocean,45.836225,pieces/m3,Very High,43.0153,9.9774,2019-06-08,0.0
4505,Atlantic Ocean,1.58825,pieces/m3,High,43.3554,10.1773,2019-06-09,0.0
4506,Atlantic Ocean,0.016075,pieces/m3,Medium,43.8998,10.0372,2019-06-10,0.0
4507,Atlantic Ocean,0.270538,pieces/m3,Medium,43.6751,10.1496,2019-06-10,0.0
4508,Atlantic Ocean,0.876588,pieces/m3,Medium,44.113,9.6806,2019-06-12,0.0
4509,Atlantic Ocean,1.02435,pieces/m3,High,44.2841,9.3156,2019-06-12,0.0
4510,Atlantic Ocean,0.896025,pieces/m3,Medium,43.9789,9.7502,2019-06-12,0.0
4511,Atlantic Ocean,0.138471,pieces/m3,Medium,38.6178,-20.6867,2019-06-12,0.0
4512,Atlantic Ocean,0.9891,pieces/m3,Medium,44.3441,9.0473,2019-06-13,0.0
4513,Atlantic Ocean,3.410525,pieces/m3,High,44.2887,9.1576,2019-06-13,0.0
4514,Atlantic Ocean,0.031364,pieces/m3,Medium,39.6533,-16.6812,2019-06-14,0.0
4515,Atlantic Ocean,0.642699,pieces/m3,Medium,38.8297,-28.285,2019-06-18,0.0
4516,Atlantic Ocean,0.211004,pieces/m3,Medium,38.8553,-23.2025,2019-06-22,0.0
4517,Atlantic Ocean,0.101626,pieces/m3,Medium,43.2528,5.3552,2019-06-23,0.0
4518,Atlantic Ocean,0.139752,pieces/m3,Medium,43.2531,5.3617,2019-06-23,0.0
4519,Atlantic Ocean,0.068277,pieces/m3,Medium,43.2654,5.3486,2019-06-23,0.0
4520,Atlantic Ocean,0.131303,pieces/m3,Medium,43.2571,5.3726,2019-06-23,0.0
4521,Atlantic Ocean,0.025063,pieces/m3,Medium,43.2465,5.2947,2019-06-23,0.0
4522,Atlantic Ocean,0.051692,pieces/m3,Medium,43.3204,5.3147,2019-06-24,0.0
4523,Atlantic Ocean,0.091036,pieces/m3,Medium,43.3088,5.325,2019-06-24,0.0
4524,Atlantic Ocean,0.020408,pieces/m3,Medium,43.183,5.3908,2019-06-24,0.0
4525,Atlantic Ocean,0.249169,pieces/m3,Medium,43.2106,5.4061,2019-06-24,0.0
4526,Atlantic Ocean,0.209184,pieces/m3,Medium,43.2109,5.4064,2019-06-24,0.0
4527,Atlantic Ocean,0.054113,pieces/m3,Medium,43.2407,5.343,2019-06-24,0.0
4528,Atlantic Ocean,0.063649,pieces/m3,Medium,43.2469,5.3522,2019-06-24,0.0
4529,Atlantic Ocean,0.031328,pieces/m3,Medium,43.183,5.3831,2019-06-24,0.0
4530,Atlantic Ocean,0.022518,pieces/m3,Medium,44.2527,-11.8228,2019-06-27,0.0
4531,Atlantic Ocean,0.053377,pieces/m3,Medium,45.1215,-9.7738,2019-06-28,0.0
4532,Atlantic Ocean,0.030571,pieces/m3,Medium,36.9142,-25.0963,2019-06-28,0.0
4533,Atlantic Ocean,0.035156,pieces/m3,Medium,46.8712,-3.5403,2019-07-01,0.0
4534,Atlantic Ocean,0.098039,pieces/m3,Medium,44.1752,8.5262,2019-07-03,0.0
4535,Atlantic Ocean,0.066138,pieces/m3,Medium,44.2404,8.4692,2019-07-03,0.0
4536,Atlantic Ocean,0.013228,pieces/m3,Medium,44.2774,8.4626,2019-07-03,0.0
4537,Atlantic Ocean,0.246754,pieces/m3,Medium,37.07,-24.2167,2019-07-05,0.0
4538,Atlantic Ocean,0.244066,pieces/m3,Medium,36.5693,-22.9543,2019-07-06,0.0
4539,Atlantic Ocean,0.192724,pieces/m3,Medium,35.7418,-21.279,2019-07-07,0.0
4540,Atlantic Ocean,0.133708,pieces/m3,Medium,34.7005,-19.2545,2019-07-08,0.0
4541,Atlantic Ocean,0.086895,pieces/m3,Medium,42.1348,-8.8805,2019-07-18,0.0
4542,Atlantic Ocean,0.132975,pieces/m3,Medium,36.7487,-7.6317,2019-07-21,0.0
4543,Atlantic Ocean,0.047767,pieces/m3,Medium,42.7264,6.3238,2019-07-21,0.0
4544,Atlantic Ocean,0.020972,pieces/m3,Medium,37.0468,-8.7153,2019-07-22,0.0
4545,Atlantic Ocean,0.081207,pieces/m3,Medium,42.5727,6.3492,2019-07-22,0.0
4546,Atlantic Ocean,0.027832,pieces/m3,Medium,42.837,6.3212,2019-07-23,0.0
4547,Atlantic Ocean,0.380186,pieces/m3,Medium,43.1578,6.9432,2019-07-24,0.0
4548,Atlantic Ocean,0.197101,pieces/m3,Medium,41.9553,-9.269,2019-07-24,0.0
4549,Atlantic Ocean,0.019178,pieces/m3,Medium,39.5302,-9.652,2019-07-25,0.0
4550,Atlantic Ocean,0.360385,pieces/m3,Medium,42.921,6.2717,2019-07-31,0.0
4551,Atlantic Ocean,0.0,pieces/m3,Very Low,36.836,-8.0869,2019-08-05,0.0
4552,Atlantic Ocean,0.801442,pieces/m3,Medium,37.0703,-9.0148,2019-08-06,0.0
4553,Atlantic Ocean,0.0,pieces/m3,Very Low,36.8875,-7.704,2019-08-12,0.0
4554,Atlantic Ocean,0.008632,pieces/m3,Medium,36.9948,-8.0207,2019-08-12,0.0
4555,Atlantic Ocean,0.051702,pieces/m3,Medium,37.9142,23.6266,2019-10-14,0.0
4556,Atlantic Ocean,0.239569,pieces/m3,Medium,37.9535,23.5748,2019-10-14,0.0
4557,Atlantic Ocean,0.49096,pieces/m3,Medium,37.9124,23.685,2019-10-14,0.0
4558,Atlantic Ocean,1.085913,pieces/m3,High,34.0018,10.0521,2019-11-06,0.0
4559,Atlantic Ocean,0.116991,pieces/m3,Medium,34.0023,10.0878,2019-11-06,0.0
4560,Atlantic Ocean,0.724807,pieces/m3,Medium,33.919,10.1289,2019-11-06,0.0
4561,Atlantic Ocean,0.11076,pieces/m3,Medium,33.9365,10.1349,2019-11-06,0.0
4562,Atlantic Ocean,0.089993,pieces/m3,Medium,33.7703,10.2532,2019-11-19,0.0
4563,Atlantic Ocean,0.18485,pieces/m3,Medium,33.7869,10.2705,2019-11-19,0.0
4564,Atlantic Ocean,0.526667,pieces/m3,Medium,40.221,25.218,2020-02-08,0.0
4565,Atlantic Ocean,0.216667,pieces/m3,Medium,39.307,23.827,2020-02-09,0.0
4566,Atlantic Ocean,0.406667,pieces/m3,Medium,39.904,24.302,2020-02-09,0.0
4567,Atlantic Ocean,0.015583,pieces/m3,Medium,-18.3336,2.0625,2020-03-03,0.0
4568,Atlantic Ocean,0.0,pieces/m3,Very Low,-15.1423,-8.1236,2020-03-12,0.0
4569,Atlantic Ocean,0.005309,pieces/m3,Medium,-11.903,-20.672,2020-03-18,0.0
4571,Atlantic Ocean,0.466853,pieces/m3,Medium,45.2152,-5.775,2020-07-02,0.0
4572,Atlantic Ocean,0.03682,pieces/m3,Medium,42.5027,-9.5493,2020-07-06,0.0
4573,Atlantic Ocean,0.216508,pieces/m3,Medium,40.972,-9.5495,2020-07-07,0.0
4574,Atlantic Ocean,0.023841,pieces/m3,Medium,36.905,-8.0423,2020-07-16,0.0
4575,Atlantic Ocean,0.0,pieces/m3,Very Low,36.6625,-6.7632,2020-07-17,0.0
4576,Atlantic Ocean,0.037571,pieces/m3,Medium,36.1427,-6.0478,2020-07-18,0.0
4577,Atlantic Ocean,0.0,pieces/m3,Very Low,36.6968,-3.8622,2020-07-24,0.0
4578,Atlantic Ocean,0.570222,pieces/m3,Medium,37.1287,-1.6923,2020-07-25,0.0
4579,Atlantic Ocean,0.64623,pieces/m3,Medium,41.7043,4.6728,2020-07-29,0.0
4580,Atlantic Ocean,0.426341,pieces/m3,Medium,41.066,4.021,2020-07-29,0.0
4581,Atlantic Ocean,0.260531,pieces/m3,Medium,42.9005,6.045,2020-08-07,0.0
4582,Atlantic Ocean,0.38831,pieces/m3,Medium,40.3662,7.5385,2020-08-08,0.0
4583,Atlantic Ocean,0.515066,pieces/m3,Medium,41.2632,6.9702,2020-08-08,0.0
4584,Atlantic Ocean,0.053306,pieces/m3,Medium,39.0857,9.1107,2020-08-10,0.0
4585,Atlantic Ocean,0.33955,pieces/m3,Medium,38.8955,8.9072,2020-08-10,0.0
4586,Atlantic Ocean,0.236287,pieces/m3,Medium,39.1362,9.7568,2020-08-12,0.0
4587,Atlantic Ocean,0.023648,pieces/m3,Medium,47.581,-3.2523,2020-08-13,0.0
4588,Atlantic Ocean,0.003961,pieces/m3,Low,47.4812,-3.0813,2020-08-14,0.0
4589,Atlantic Ocean,0.469466,pieces/m3,Medium,44.3492,-4.863,2020-08-23,0.0
4590,Atlantic Ocean,0.160229,pieces/m3,Medium,43.4203,-8.3062,2020-09-01,0.0
4591,Atlantic Ocean,0.083479,pieces/m3,Medium,42.9672,5.4208,2020-09-03,0.0
4592,Atlantic Ocean,0.059793,pieces/m3,Medium,42.4733,-9.0533,2020-09-07,0.0
4593,Atlantic Ocean,0.0,pieces/m3,Very Low,42.378,-8.9157,2020-09-08,0.0
4594,Atlantic Ocean,0.910121,pieces/m3,Medium,39.8562,4.3175,2020-09-08,0.0
4595,Atlantic Ocean,2.082767,pieces/m3,High,39.2345,7.625,2020-09-12,0.0
4596,Atlantic Ocean,0.076938,pieces/m3,Medium,37.7303,12.3967,2020-09-22,0.0
4597,Atlantic Ocean,0.681445,pieces/m3,Medium,37.108,13.6133,2020-09-23,0.0
4598,Atlantic Ocean,0.048997,pieces/m3,Medium,38.663,-9.397,2020-09-29,0.0
4599,Atlantic Ocean,0.33127,pieces/m3,Medium,37.7375,15.6405,2020-10-03,0.0
4600,Atlantic Ocean,0.048335,pieces/m3,Medium,38.7432,-9.0917,2020-10-03,0.0
4601,Atlantic Ocean,0.482652,pieces/m3,Medium,38.854,17.1378,2020-10-04,0.0
4602,Atlantic Ocean,0.020357,pieces/m3,Medium,35.8088,-12.4773,2020-10-07,0.0
4603,Atlantic Ocean,0.040052,pieces/m3,Medium,34.2992,-14.3337,2020-10-08,0.0
4604,Atlantic Ocean,2.407333,pieces/m3,High,41.3973,2.2132,2020-10-08,0.0
4605,Atlantic Ocean,0.041016,pieces/m3,Medium,37.9132,12.2658,2020-10-11,0.0
4606,Atlantic Ocean,0.474,pieces/m3,Medium,41.3973,2.2132,2020-10-14,0.0
4607,Atlantic Ocean,0.396501,pieces/m3,Medium,40.32,17.4381,2020-10-16,0.0
4608,Atlantic Ocean,0.169082,pieces/m3,Medium,40.2894,17.4103,2020-10-16,0.0
4609,Atlantic Ocean,0.488145,pieces/m3,Medium,40.2547,17.3808,2020-10-16,0.0
4610,Atlantic Ocean,37.481333,pieces/m3,Very High,41.3731,2.1916,2020-10-16,0.0
4611,Atlantic Ocean,0.411627,pieces/m3,Medium,40.0206,17.9506,2020-10-17,0.0
4612,Atlantic Ocean,0.497203,pieces/m3,Medium,40.0172,17.8853,2020-10-17,0.0
4613,Atlantic Ocean,2.32681,pieces/m3,High,40.0225,17.9908,2020-10-17,0.0
4614,Atlantic Ocean,0.821611,pieces/m3,Medium,38.3695,15.198,2020-10-21,0.0
4615,Atlantic Ocean,0.453333,pieces/m3,Medium,41.3973,2.2132,2020-10-23,0.0
4616,Atlantic Ocean,0.215172,pieces/m3,Medium,29.237,-13.4427,2020-10-30,0.0
4617,Atlantic Ocean,1.152667,pieces/m3,High,41.4036,2.2193,2020-10-30,0.0
4618,Atlantic Ocean,0.287333,pieces/m3,Medium,41.3731,2.1916,2020-10-30,0.0
4619,Atlantic Ocean,0.356667,pieces/m3,Medium,41.3973,2.2132,2020-11-02,0.0
4620,Atlantic Ocean,0.402588,pieces/m3,Medium,35.6773,-27.7399,2020-11-05,0.0
4621,Atlantic Ocean,0.870983,pieces/m3,Medium,35.6619,-27.7452,2020-11-05,0.0
4622,Atlantic Ocean,0.406777,pieces/m3,Medium,35.6701,-27.7425,2020-11-05,0.0
4623,Atlantic Ocean,1.127342,pieces/m3,High,37.9775,12.3598,2020-11-07,0.0
4624,Atlantic Ocean,6.912667,pieces/m3,High,41.4036,2.2193,2020-11-07,0.0
4625,Atlantic Ocean,0.10361,pieces/m3,Medium,37.9317,12.1777,2020-11-08,0.0
4626,Atlantic Ocean,0.561627,pieces/m3,Medium,29.8271,-37.2163,2020-11-09,0.0
4627,Atlantic Ocean,0.897001,pieces/m3,Medium,29.8308,-37.2284,2020-11-09,0.0
4628,Atlantic Ocean,1.421261,pieces/m3,High,29.8405,-37.2299,2020-11-09,0.0
4629,Atlantic Ocean,0.195333,pieces/m3,Medium,41.3731,2.1916,2020-11-10,0.0
4630,Atlantic Ocean,0.184805,pieces/m3,Medium,38.013,12.0877,2020-11-11,0.0
4631,Atlantic Ocean,0.251139,pieces/m3,Medium,28.734,-13.83,2020-11-11,0.0
4632,Atlantic Ocean,1.573654,pieces/m3,High,32.823,-37.9583,2020-11-11,0.0
4633,Atlantic Ocean,2.175247,pieces/m3,High,32.8448,-37.9514,2020-11-11,0.0
4634,Atlantic Ocean,1.018862,pieces/m3,High,32.8499,-37.9549,2020-11-11,0.0
4635,Atlantic Ocean,0.186,pieces/m3,Medium,41.4036,2.2193,2020-11-13,0.0
4636,Atlantic Ocean,0.106667,pieces/m3,Medium,41.3973,2.2132,2020-11-13,0.0
4637,Atlantic Ocean,1.399333,pieces/m3,High,41.3731,2.1916,2020-11-13,0.0
4638,Atlantic Ocean,0.0,pieces/m3,Very Low,37.4478,-38.8257,2020-11-13,0.0
