ID,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
3250,Atlantic Ocean,0.012,pieces/m3,Medium,21.3652,-19.473,2014-11-11,0.45
3251,Atlantic Ocean,0.053,pieces/m3,Medium,21.1235,-21.2737,2014-11-12,0.45
3252,Atlantic Ocean,0.007,pieces/m3,Medium,20.1283,-22.1283,2014-11-12,0.45
3253,Atlantic Ocean,0.008,pieces/m3,Medium,20.3411,-21.7833,2014-11-12,0.45
3254,Atlantic Ocean,0.029,pieces/m3,Medium,19.0386,-22.7221,2014-11-12,0.45
3255,Atlantic Ocean,0.008,pieces/m3,Medium,19.6407,-21.2667,2014-11-12,0.45
3256,Atlantic Ocean,0.022,pieces/m3,Medium,19.939,-22.1357,2014-11-13,0.45
3257,Atlantic Ocean,0.0,pieces/m3,Very Low,19.005,-23.2117,2014-11-13,0.45
3258,Atlantic Ocean,0.01,pieces/m3,Medium,19.0945,-23.1612,2014-11-13,0.45
3259,Atlantic Ocean,0.014,pieces/m3,Medium,19.3846,-21.2648,2014-11-13,0.45
3260,Atlantic Ocean,0.0,pieces/m3,Very Low,19.5065,-22.6531,2014-11-13,0.45
3261,Atlantic Ocean,0.01,pieces/m3,Medium,19.6197,-21.3728,2014-11-13,0.45
3262,Atlantic Ocean,0.002,pieces/m3,Low,18.6749,-23.3573,2014-11-13,0.45
3263,Atlantic Ocean,0.003,pieces/m3,Low,18.3871,-24.08,2014-11-13,0.45
3264,Atlantic Ocean,0.081,pieces/m3,Medium,18.6958,-23.5048,2014-11-13,0.45
3265,Atlantic Ocean,0.008,pieces/m3,Medium,18.79,-22.8983,2014-11-13,0.45
3266,Atlantic Ocean,0.022,pieces/m3,Medium,17.4591,-23.9598,2014-11-14,0.45
3267,Atlantic Ocean,0.114,pieces/m3,Medium,17.8248,-24.3158,2014-11-14,0.45
3268,Atlantic Ocean,0.008,pieces/m3,Medium,17.2434,-24.7659,2014-11-14,0.45
3269,Atlantic Ocean,0.01,pieces/m3,Medium,17.2708,-24.5118,2014-11-14,0.45
3270,Atlantic Ocean,0.0,pieces/m3,Very Low,16.8858,-24.9912,2014-11-16,0.45
3271,Atlantic Ocean,0.001,pieces/m3,Low,-51.315,-60.2483,2014-11-16,0.45
3272,Atlantic Ocean,0.007,pieces/m3,Medium,16.8942,-25.0427,2014-11-18,0.45
3273,Atlantic Ocean,0.02,pieces/m3,Medium,16.6933,-28.2283,2014-11-19,0.45
3274,Atlantic Ocean,0.015,pieces/m3,Medium,16.8167,-27.82,2014-11-19,0.45
3275,Atlantic Ocean,0.041,pieces/m3,Medium,16.8482,-28.2345,2014-11-19,0.45
3276,Atlantic Ocean,0.033,pieces/m3,Medium,16.3997,-28.7435,2014-11-19,0.45
3277,Atlantic Ocean,0.004,pieces/m3,Low,16.6899,-28.0377,2014-11-19,0.45
3278,Atlantic Ocean,0.013,pieces/m3,Medium,25.3,-18.9333,2014-11-20,0.45
3279,Atlantic Ocean,0.004,pieces/m3,Low,17.0986,-29.987,2014-11-20,0.45
3280,Atlantic Ocean,0.002,pieces/m3,Low,17.1,-29.9756,2014-11-20,0.45
3281,Atlantic Ocean,0.045,pieces/m3,Medium,17.115,-31.3573,2014-11-20,0.45
3282,Atlantic Ocean,0.021,pieces/m3,Medium,27.3182,-16.0608,2014-11-20,0.45
3283,Atlantic Ocean,0.01,pieces/m3,Medium,16.7583,-30.1233,2014-11-20,0.45
3284,Atlantic Ocean,0.008,pieces/m3,Medium,16.8833,-29.5167,2014-11-20,0.45
3285,Atlantic Ocean,0.004,pieces/m3,Low,16.35,-31.3,2014-11-20,0.45
3286,Atlantic Ocean,0.012,pieces/m3,Medium,16.6144,-29.0109,2014-11-20,0.45
3287,Atlantic Ocean,0.002,pieces/m3,Low,16.6525,-31.2053,2014-11-20,0.45
3288,Atlantic Ocean,0.001,pieces/m3,Low,16.8749,-32.3976,2014-11-20,0.45
3289,Atlantic Ocean,0.004,pieces/m3,Low,16.0,-32.0,2014-11-20,0.45
3290,Atlantic Ocean,0.001,pieces/m3,Low,-54.2844,-36.5065,2014-11-20,0.45
3291,Atlantic Ocean,0.007,pieces/m3,Medium,38.5046,16.8681,2014-11-21,0.45
3292,Atlantic Ocean,0.003,pieces/m3,Low,17.3928,-32.9782,2014-11-21,0.45
3293,Atlantic Ocean,0.001,pieces/m3,Low,16.4855,-31.8844,2014-11-21,0.45
3294,Atlantic Ocean,0.02,pieces/m3,Medium,16.731,-34.8859,2014-11-21,0.45
3295,Atlantic Ocean,0.005,pieces/m3,Medium,16.7617,-33.645,2014-11-21,0.45
3296,Atlantic Ocean,0.001,pieces/m3,Low,16.8167,-33.5667,2014-11-21,0.45
3297,Atlantic Ocean,0.004,pieces/m3,Low,17.043,-32.8539,2014-11-21,0.45
3298,Atlantic Ocean,0.02,pieces/m3,Medium,16.9637,-32.6548,2014-11-21,0.45
3299,Atlantic Ocean,0.009,pieces/m3,Medium,16.107,-32.279,2014-11-21,0.45
3300,Atlantic Ocean,0.006,pieces/m3,Medium,-54.057,-37.3321,2014-11-21,0.45
3301,Atlantic Ocean,0.012,pieces/m3,Medium,17.665,-35.2483,2014-11-22,0.45
3302,Atlantic Ocean,0.002,pieces/m3,Low,16.6107,-33.5581,2014-11-22,0.45
3303,Atlantic Ocean,0.005,pieces/m3,Medium,16.0,-38.0,2014-11-22,0.45
3304,Atlantic Ocean,0.003,pieces/m3,Low,28.1244,-15.4155,2014-11-23,0.45
3305,Atlantic Ocean,0.019,pieces/m3,Medium,25.6112,-18.863,2014-11-23,0.45
3306,Atlantic Ocean,0.075,pieces/m3,Medium,17.1218,-37.4333,2014-11-23,0.45
3307,Atlantic Ocean,0.006,pieces/m3,Medium,18.7717,-39.0633,2014-11-23,0.45
3308,Atlantic Ocean,0.028,pieces/m3,Medium,17.0557,-39.7102,2014-11-23,0.45
3309,Atlantic Ocean,0.001,pieces/m3,Low,17.1136,-40.5274,2014-11-23,0.45
3310,Atlantic Ocean,0.0,pieces/m3,Very Low,17.1887,-39.315,2014-11-23,0.45
3311,Atlantic Ocean,0.005,pieces/m3,Medium,16.2996,-37.1698,2014-11-23,0.45
3312,Atlantic Ocean,0.005,pieces/m3,Medium,16.4333,-37.8333,2014-11-23,0.45
3313,Atlantic Ocean,0.002,pieces/m3,Low,16.6667,-40.45,2014-11-23,0.45
3314,Atlantic Ocean,0.007,pieces/m3,Medium,16.675,-37.515,2014-11-23,0.45
3315,Atlantic Ocean,0.005,pieces/m3,Medium,15.5802,-35.6167,2014-11-23,0.45
3316,Atlantic Ocean,0.038,pieces/m3,Medium,26.3667,-16.8167,2014-11-24,0.45
3317,Atlantic Ocean,0.012,pieces/m3,Medium,25.4442,-16.44,2014-11-24,0.45
3318,Atlantic Ocean,0.014,pieces/m3,Medium,21.6291,-23.7028,2014-11-24,0.45
3319,Atlantic Ocean,0.01,pieces/m3,Medium,17.4406,-38.8894,2014-11-24,0.45
3320,Atlantic Ocean,0.003,pieces/m3,Low,26.431,-17.0075,2014-11-24,0.45
3321,Atlantic Ocean,0.003,pieces/m3,Low,26.7518,-18.3423,2014-11-24,0.45
3322,Atlantic Ocean,0.015,pieces/m3,Medium,27.0951,-18.219,2014-11-24,0.45
3323,Atlantic Ocean,0.005,pieces/m3,Medium,27.1,-22.46,2014-11-24,0.45
3324,Atlantic Ocean,0.003,pieces/m3,Low,16.8559,-40.4542,2014-11-24,0.45
3325,Atlantic Ocean,0.003,pieces/m3,Low,15.9367,-40.0933,2014-11-24,0.45
3326,Atlantic Ocean,0.038,pieces/m3,Medium,16.4215,-42.6645,2014-11-24,0.45
3327,Atlantic Ocean,0.008,pieces/m3,Medium,16.97,-41.27,2014-11-24,0.45
3328,Atlantic Ocean,0.006,pieces/m3,Medium,16.3833,-41.8667,2014-11-24,0.45
3329,Atlantic Ocean,0.003,pieces/m3,Low,16.0,-44.0,2014-11-24,0.45
3330,Atlantic Ocean,0.0,pieces/m3,Very Low,16.1628,-41.0668,2014-11-24,0.45
3331,Atlantic Ocean,0.01,pieces/m3,Medium,25.1665,-17.8353,2014-11-25,0.45
3332,Atlantic Ocean,0.004,pieces/m3,Low,24.591,-17.8492,2014-11-25,0.45
3333,Atlantic Ocean,0.207,pieces/m3,Medium,25.6567,-18.448,2014-11-25,0.45
3334,Atlantic Ocean,0.016,pieces/m3,Medium,25.7649,-20.5279,2014-11-25,0.45
3335,Atlantic Ocean,0.006,pieces/m3,Medium,25.7527,-19.2615,2014-11-25,0.45
3336,Atlantic Ocean,0.009,pieces/m3,Medium,25.9666,-19.9069,2014-11-25,0.45
3337,Atlantic Ocean,0.006,pieces/m3,Medium,26.0283,-20.2733,2014-11-25,0.45
3338,Atlantic Ocean,0.005,pieces/m3,Medium,26.1188,-19.3518,2014-11-25,0.45
3339,Atlantic Ocean,0.034,pieces/m3,Medium,26.3442,-20.0108,2014-11-25,0.45
3340,Atlantic Ocean,0.018,pieces/m3,Medium,26.3517,-18.7,2014-11-25,0.45
3341,Atlantic Ocean,0.022,pieces/m3,Medium,25.106,-19.5708,2014-11-25,0.45
3342,Atlantic Ocean,0.008,pieces/m3,Medium,25.19,-18.6083,2014-11-25,0.45
3343,Atlantic Ocean,0.0,pieces/m3,Very Low,25.38,-18.59,2014-11-25,0.45
3344,Atlantic Ocean,0.024,pieces/m3,Medium,25.4348,-19.1083,2014-11-25,0.45
3345,Atlantic Ocean,0.003,pieces/m3,Low,25.6383,-19.64,2014-11-25,0.45
3346,Atlantic Ocean,0.026,pieces/m3,Medium,24.7292,-19.2968,2014-11-25,0.45
3347,Atlantic Ocean,0.01,pieces/m3,Medium,25.0864,-18.4138,2014-11-25,0.45
3348,Atlantic Ocean,0.001,pieces/m3,Low,26.27,-21.49,2014-11-25,0.45
3349,Atlantic Ocean,0.019,pieces/m3,Medium,26.3433,-20.9633,2014-11-25,0.45
3350,Atlantic Ocean,0.005,pieces/m3,Medium,25.5237,-20.8627,2014-11-25,0.45
3351,Atlantic Ocean,0.012,pieces/m3,Medium,25.0133,-20.673,2014-11-25,0.45
3352,Atlantic Ocean,0.006,pieces/m3,Medium,25.2457,-21.12,2014-11-25,0.45
3353,Atlantic Ocean,0.008,pieces/m3,Medium,23.5153,-18.7063,2014-11-25,0.45
3354,Atlantic Ocean,0.008,pieces/m3,Medium,27.2167,-32.1167,2014-11-25,0.45
3355,Atlantic Ocean,0.0,pieces/m3,Very Low,26.4735,-18.5288,2014-11-25,0.45
3356,Atlantic Ocean,0.034,pieces/m3,Medium,26.6383,-21.3917,2014-11-25,0.45
3357,Atlantic Ocean,0.0,pieces/m3,Very Low,16.4997,-41.9779,2014-11-25,0.45
3358,Atlantic Ocean,0.022,pieces/m3,Medium,17.0117,-42.6883,2014-11-25,0.45
3359,Atlantic Ocean,0.021,pieces/m3,Medium,15.5949,-42.7412,2014-11-25,0.45
3360,Atlantic Ocean,0.005,pieces/m3,Medium,15.8756,-42.9791,2014-11-25,0.45
3361,Atlantic Ocean,0.006,pieces/m3,Medium,24.2567,-20.63,2014-11-26,0.45
3362,Atlantic Ocean,0.014,pieces/m3,Medium,25.2758,-23.0,2014-11-26,0.45
3363,Atlantic Ocean,0.004,pieces/m3,Low,25.6064,-23.6696,2014-11-26,0.45
3364,Atlantic Ocean,0.005,pieces/m3,Medium,25.4415,-23.6505,2014-11-26,0.45
3365,Atlantic Ocean,0.012,pieces/m3,Medium,24.5117,-25.9383,2014-11-26,0.45
3366,Atlantic Ocean,0.01,pieces/m3,Medium,24.5338,-24.4956,2014-11-26,0.45
3367,Atlantic Ocean,0.021,pieces/m3,Medium,24.5833,-21.65,2014-11-26,0.45
3368,Atlantic Ocean,0.033,pieces/m3,Medium,24.2317,-21.2217,2014-11-26,0.45
3369,Atlantic Ocean,0.002,pieces/m3,Low,23.7238,-21.2277,2014-11-26,0.45
3370,Atlantic Ocean,0.013,pieces/m3,Medium,23.8825,-21.5175,2014-11-26,0.45
3371,Atlantic Ocean,0.015,pieces/m3,Medium,24.2833,-22.1,2014-11-26,0.45
3372,Atlantic Ocean,0.06,pieces/m3,Medium,23.7836,-22.7002,2014-11-26,0.45
3373,Atlantic Ocean,0.001,pieces/m3,Low,23.35,-21.6717,2014-11-26,0.45
3374,Atlantic Ocean,0.006,pieces/m3,Medium,26.4148,-25.07,2014-11-26,0.45
3375,Atlantic Ocean,0.002,pieces/m3,Low,16.4895,-47.2143,2014-11-26,0.45
3376,Atlantic Ocean,0.023,pieces/m3,Medium,17.0288,-46.4286,2014-11-26,0.45
3377,Atlantic Ocean,0.06,pieces/m3,Medium,16.154,-47.8797,2014-11-26,0.45
3378,Atlantic Ocean,0.003,pieces/m3,Low,15.75,-48.27,2014-11-26,0.45
3379,Atlantic Ocean,0.003,pieces/m3,Low,15.2667,-50.6,2014-11-26,0.45
3380,Atlantic Ocean,0.003,pieces/m3,Low,15.8827,-44.4276,2014-11-26,0.45
3381,Atlantic Ocean,0.005,pieces/m3,Medium,15.98,-45.2,2014-11-26,0.45
3382,Atlantic Ocean,0.004,pieces/m3,Low,15.8907,-43.1035,2014-11-26,0.45
3383,Atlantic Ocean,0.01,pieces/m3,Medium,15.4472,-44.9691,2014-11-26,0.45
3384,Atlantic Ocean,0.01,pieces/m3,Medium,37.533,5.7742,2014-11-27,0.45
3385,Atlantic Ocean,0.024,pieces/m3,Medium,24.9933,-26.2117,2014-11-27,0.45
3386,Atlantic Ocean,0.011,pieces/m3,Medium,20.7311,-23.6322,2014-11-27,0.45
3387,Atlantic Ocean,0.008,pieces/m3,Medium,21.2247,-22.7068,2014-11-27,0.45
3388,Atlantic Ocean,0.004,pieces/m3,Low,23.3667,-28.1833,2014-11-27,0.45
3389,Atlantic Ocean,0.024,pieces/m3,Medium,23.2987,-27.369,2014-11-27,0.45
3390,Atlantic Ocean,0.025,pieces/m3,Medium,22.4948,-29.7342,2014-11-27,0.45
3391,Atlantic Ocean,0.004,pieces/m3,Low,17.2383,-48.91,2014-11-27,0.45
3392,Atlantic Ocean,0.035,pieces/m3,Medium,14.3154,-59.5381,2014-11-27,0.45
3393,Atlantic Ocean,0.002,pieces/m3,Low,14.8961,-50.9262,2014-11-27,0.45
3394,Atlantic Ocean,0.006,pieces/m3,Medium,16.232,-49.0303,2014-11-27,0.45
3395,Atlantic Ocean,0.004,pieces/m3,Low,15.52,-48.025,2014-11-27,0.45
3396,Atlantic Ocean,0.003,pieces/m3,Low,15.5833,-49.2833,2014-11-27,0.45
3397,Atlantic Ocean,0.003,pieces/m3,Low,15.9333,-45.6667,2014-11-27,0.45
3398,Atlantic Ocean,0.068,pieces/m3,Medium,15.6333,-51.0325,2014-11-27,0.45
3399,Atlantic Ocean,0.002,pieces/m3,Low,15.5034,-52.455,2014-11-27,0.45
3400,Atlantic Ocean,0.011,pieces/m3,Medium,24.37,-31.7817,2014-11-28,0.45
3401,Atlantic Ocean,0.119,pieces/m3,Medium,22.5717,-25.1333,2014-11-28,0.45
3402,Atlantic Ocean,0.002,pieces/m3,Low,21.2261,-24.5003,2014-11-28,0.45
3403,Atlantic Ocean,0.002,pieces/m3,Low,21.4667,-25.2667,2014-11-28,0.45
3404,Atlantic Ocean,0.05,pieces/m3,Medium,22.3833,-29.5,2014-11-28,0.45
3405,Atlantic Ocean,0.004,pieces/m3,Low,22.5127,-26.7275,2014-11-28,0.45
3406,Atlantic Ocean,0.007,pieces/m3,Medium,23.0055,-29.5747,2014-11-28,0.45
3407,Atlantic Ocean,0.015,pieces/m3,Medium,21.318,-28.0175,2014-11-28,0.45
3408,Atlantic Ocean,0.016,pieces/m3,Medium,21.7247,-27.0357,2014-11-28,0.45
3409,Atlantic Ocean,0.005,pieces/m3,Medium,21.945,-26.3483,2014-11-28,0.45
3410,Atlantic Ocean,0.003,pieces/m3,Low,22.2,-26.18,2014-11-28,0.45
3411,Atlantic Ocean,0.007,pieces/m3,Medium,21.8869,-29.5553,2014-11-28,0.45
3412,Atlantic Ocean,0.013,pieces/m3,Medium,21.9925,-28.5041,2014-11-28,0.45
3413,Atlantic Ocean,0.0,pieces/m3,Very Low,22.375,-28.4233,2014-11-28,0.45
3414,Atlantic Ocean,0.003,pieces/m3,Low,21.1739,-26.6103,2014-11-28,0.45
3415,Atlantic Ocean,0.002,pieces/m3,Low,20.9308,-27.1952,2014-11-28,0.45
3416,Atlantic Ocean,0.0,pieces/m3,Very Low,21.2703,-27.4669,2014-11-28,0.45
3417,Atlantic Ocean,0.004,pieces/m3,Low,21.1433,-27.3617,2014-11-28,0.45
3418,Atlantic Ocean,0.008,pieces/m3,Medium,22.5915,-31.7097,2014-11-28,0.45
3419,Atlantic Ocean,0.036,pieces/m3,Medium,22.7833,-32.4867,2014-11-28,0.45
3420,Atlantic Ocean,0.003,pieces/m3,Low,23.08,-31.0,2014-11-28,0.45
3421,Atlantic Ocean,0.008,pieces/m3,Medium,23.0758,-30.0531,2014-11-28,0.45
3422,Atlantic Ocean,0.006,pieces/m3,Medium,21.4817,-32.7038,2014-11-28,0.45
3423,Atlantic Ocean,0.01,pieces/m3,Medium,20.8727,-34.7584,2014-11-28,0.45
3424,Atlantic Ocean,0.075,pieces/m3,Medium,20.046,-22.3413,2014-11-28,0.45
3425,Atlantic Ocean,0.058,pieces/m3,Medium,20.2036,-22.165,2014-11-28,0.45
3426,Atlantic Ocean,0.013,pieces/m3,Medium,18.8333,-23.4833,2014-11-28,0.45
3427,Atlantic Ocean,0.165,pieces/m3,Medium,19.8062,-25.2137,2014-11-28,0.45
3428,Atlantic Ocean,0.243,pieces/m3,Medium,19.9038,-24.992,2014-11-28,0.45
3429,Atlantic Ocean,0.013,pieces/m3,Medium,20.1235,-27.6653,2014-11-28,0.45
3430,Atlantic Ocean,0.011,pieces/m3,Medium,20.3743,-26.7,2014-11-28,0.45
3431,Atlantic Ocean,0.006,pieces/m3,Medium,20.673,-25.3273,2014-11-28,0.45
3432,Atlantic Ocean,0.007,pieces/m3,Medium,29.53,-29.2,2014-11-28,0.45
3433,Atlantic Ocean,0.0,pieces/m3,Very Low,15.1565,-51.1475,2014-11-28,0.45
3434,Atlantic Ocean,0.143,pieces/m3,Medium,14.4657,-50.5602,2014-11-28,0.45
3435,Atlantic Ocean,0.037,pieces/m3,Medium,16.2418,-48.6233,2014-11-28,0.45
3436,Atlantic Ocean,0.004,pieces/m3,Low,16.3358,-48.5606,2014-11-28,0.45
3437,Atlantic Ocean,0.033,pieces/m3,Medium,16.03,-49.8817,2014-11-28,0.45
3438,Atlantic Ocean,0.002,pieces/m3,Low,15.3198,-50.4182,2014-11-28,0.45
3439,Atlantic Ocean,0.004,pieces/m3,Low,15.1867,-54.7137,2014-11-28,0.45
3440,Atlantic Ocean,0.008,pieces/m3,Medium,22.4913,-29.3618,2014-11-29,0.45
3441,Atlantic Ocean,0.01,pieces/m3,Medium,22.6187,-26.3271,2014-11-29,0.45
3442,Atlantic Ocean,0.006,pieces/m3,Medium,20.8931,-28.1017,2014-11-29,0.45
3443,Atlantic Ocean,0.018,pieces/m3,Medium,20.7267,-28.3517,2014-11-29,0.45
3444,Atlantic Ocean,0.006,pieces/m3,Medium,21.31,-28.02,2014-11-29,0.45
3445,Atlantic Ocean,0.008,pieces/m3,Medium,22.6762,-31.305,2014-11-29,0.45
3446,Atlantic Ocean,0.004,pieces/m3,Low,23.5167,-35.6167,2014-11-29,0.45
3447,Atlantic Ocean,0.008,pieces/m3,Medium,21.55,-29.8333,2014-11-29,0.45
3448,Atlantic Ocean,0.002,pieces/m3,Low,21.7028,-32.5263,2014-11-29,0.45
3449,Atlantic Ocean,0.021,pieces/m3,Medium,20.9097,-35.0307,2014-11-29,0.45
3450,Atlantic Ocean,0.033,pieces/m3,Medium,20.0147,-28.8781,2014-11-29,0.45
3451,Atlantic Ocean,0.025,pieces/m3,Medium,18.7815,-27.416,2014-11-29,0.45
3452,Atlantic Ocean,0.001,pieces/m3,Low,14.1,-59.4833,2014-11-29,0.45
3453,Atlantic Ocean,0.002,pieces/m3,Low,14.9118,-58.6863,2014-11-29,0.45
3454,Atlantic Ocean,0.007,pieces/m3,Medium,14.6502,-51.9333,2014-11-29,0.45
3455,Atlantic Ocean,0.043,pieces/m3,Medium,15.0295,-55.487,2014-11-29,0.45
3456,Atlantic Ocean,0.004,pieces/m3,Low,14.25,-56.83,2014-11-29,0.45
3457,Atlantic Ocean,0.002,pieces/m3,Low,14.1934,-56.8385,2014-11-29,0.45
3458,Atlantic Ocean,0.003,pieces/m3,Low,15.88,-53.5628,2014-11-29,0.45
3459,Atlantic Ocean,0.022,pieces/m3,Medium,22.4862,-26.2168,2014-11-30,0.45
3460,Atlantic Ocean,0.0,pieces/m3,Very Low,21.5256,-36.0567,2014-11-30,0.45
3461,Atlantic Ocean,0.007,pieces/m3,Medium,22.2,-35.78,2014-11-30,0.45
3462,Atlantic Ocean,0.011,pieces/m3,Medium,18.2429,-29.1413,2014-11-30,0.45
3463,Atlantic Ocean,0.04,pieces/m3,Medium,18.5662,-29.6928,2014-11-30,0.45
3464,Atlantic Ocean,0.002,pieces/m3,Low,20.57,-37.58,2014-11-30,0.45
3465,Atlantic Ocean,0.01,pieces/m3,Medium,22.89,-38.7475,2014-11-30,0.45
3466,Atlantic Ocean,0.008,pieces/m3,Medium,19.794,-39.0278,2014-11-30,0.45
3467,Atlantic Ocean,0.006,pieces/m3,Medium,14.4156,-60.4058,2014-11-30,0.45
3468,Atlantic Ocean,0.0,pieces/m3,Very Low,14.1167,-60.9167,2014-11-30,0.45
3469,Atlantic Ocean,0.0,pieces/m3,Very Low,14.8735,-53.5194,2014-11-30,0.45
3470,Atlantic Ocean,0.001,pieces/m3,Low,15.0233,-56.8167,2014-11-30,0.45
3471,Atlantic Ocean,0.004,pieces/m3,Low,14.7228,-54.846,2014-11-30,0.45
3472,Atlantic Ocean,0.0,pieces/m3,Very Low,14.7667,-56.2833,2014-11-30,0.45
3473,Atlantic Ocean,0.002,pieces/m3,Low,15.1833,-52.2167,2014-11-30,0.45
3474,Atlantic Ocean,0.0,pieces/m3,Very Low,15.4095,-55.187,2014-11-30,0.45
3475,Atlantic Ocean,0.001,pieces/m3,Low,21.2109,-27.4535,2014-12-01,0.45
3476,Atlantic Ocean,0.001,pieces/m3,Low,23.0333,-36.6333,2014-12-01,0.45
3477,Atlantic Ocean,0.054,pieces/m3,Medium,21.3517,-32.5617,2014-12-01,0.45
3478,Atlantic Ocean,0.005,pieces/m3,Medium,21.5053,-36.7888,2014-12-01,0.45
3479,Atlantic Ocean,0.028,pieces/m3,Medium,20.6833,-35.2167,2014-12-01,0.45
3480,Atlantic Ocean,0.007,pieces/m3,Medium,20.8393,-34.3761,2014-12-01,0.45
3481,Atlantic Ocean,0.005,pieces/m3,Medium,20.7583,-37.31,2014-12-01,0.45
3482,Atlantic Ocean,0.01,pieces/m3,Medium,20.9115,-35.971,2014-12-01,0.45
3483,Atlantic Ocean,0.002,pieces/m3,Low,20.2692,-31.3284,2014-12-01,0.45
3484,Atlantic Ocean,0.003,pieces/m3,Low,18.9455,-29.6013,2014-12-01,0.45
3485,Atlantic Ocean,0.011,pieces/m3,Medium,19.225,-31.6067,2014-12-01,0.45
3486,Atlantic Ocean,0.001,pieces/m3,Low,17.707,-31.3917,2014-12-01,0.45
3487,Atlantic Ocean,0.001,pieces/m3,Low,20.27,-34.15,2014-12-01,0.45
3488,Atlantic Ocean,0.001,pieces/m3,Low,20.3694,-35.275,2014-12-01,0.45
3489,Atlantic Ocean,0.005,pieces/m3,Medium,20.4857,-37.3662,2014-12-01,0.45
3490,Atlantic Ocean,0.006,pieces/m3,Medium,20.6,-33.5167,2014-12-01,0.45
3491,Atlantic Ocean,0.003,pieces/m3,Low,20.5867,-33.88,2014-12-01,0.45
3492,Atlantic Ocean,0.029,pieces/m3,Medium,19.6888,-35.7082,2014-12-01,0.45
3493,Atlantic Ocean,0.003,pieces/m3,Low,19.8183,-36.2083,2014-12-01,0.45
3494,Atlantic Ocean,0.001,pieces/m3,Low,17.949,-33.8924,2014-12-01,0.45
3495,Atlantic Ocean,0.006,pieces/m3,Medium,21.0185,-37.7999,2014-12-01,0.45
3496,Atlantic Ocean,0.014,pieces/m3,Medium,21.8567,-40.355,2014-12-01,0.45
3497,Atlantic Ocean,0.016,pieces/m3,Medium,19.9337,-42.085,2014-12-01,0.45
3498,Atlantic Ocean,0.006,pieces/m3,Medium,19.9778,-38.2851,2014-12-01,0.45
3499,Atlantic Ocean,0.064,pieces/m3,Medium,20.0342,-37.6207,2014-12-01,0.45
3500,Atlantic Ocean,0.038,pieces/m3,Medium,19.2,-41.7833,2014-12-01,0.45
3501,Atlantic Ocean,0.012,pieces/m3,Medium,19.2716,-39.6801,2014-12-01,0.45
3502,Atlantic Ocean,0.003,pieces/m3,Low,14.4767,-59.06,2014-12-01,0.45
3503,Atlantic Ocean,0.006,pieces/m3,Medium,14.1616,-59.8337,2014-12-01,0.45
3504,Atlantic Ocean,0.075,pieces/m3,Medium,14.9947,-54.4642,2014-12-01,0.45
3505,Atlantic Ocean,0.013,pieces/m3,Medium,13.7049,-53.6067,2014-12-01,0.45
3506,Atlantic Ocean,0.002,pieces/m3,Low,13.8725,-54.6413,2014-12-01,0.45
3507,Atlantic Ocean,0.003,pieces/m3,Low,14.8288,-58.0586,2014-12-01,0.45
3508,Atlantic Ocean,0.003,pieces/m3,Low,14.4583,-57.0817,2014-12-01,0.45
3509,Atlantic Ocean,0.008,pieces/m3,Medium,14.0691,-61.0097,2014-12-01,0.45
3510,Atlantic Ocean,0.028,pieces/m3,Medium,21.0048,-31.766,2014-12-02,0.45
3511,Atlantic Ocean,0.01,pieces/m3,Medium,21.0698,-37.076,2014-12-02,0.45
3512,Atlantic Ocean,0.139,pieces/m3,Medium,19.0961,-30.2774,2014-12-02,0.45
3513,Atlantic Ocean,0.01,pieces/m3,Medium,19.8482,-35.1352,2014-12-02,0.45
3514,Atlantic Ocean,0.014,pieces/m3,Medium,20.3167,-36.3333,2014-12-02,0.45
3515,Atlantic Ocean,0.027,pieces/m3,Medium,18.4875,-35.6742,2014-12-02,0.45
3516,Atlantic Ocean,0.009,pieces/m3,Medium,18.885,-35.8504,2014-12-02,0.45
3517,Atlantic Ocean,0.003,pieces/m3,Low,17.9376,-37.3475,2014-12-02,0.45
3518,Atlantic Ocean,0.022,pieces/m3,Medium,20.01,-38.22,2014-12-02,0.45
3519,Atlantic Ocean,0.028,pieces/m3,Medium,20.241,-40.7351,2014-12-02,0.45
3520,Atlantic Ocean,0.033,pieces/m3,Medium,20.3775,-40.3907,2014-12-02,0.45
3521,Atlantic Ocean,0.0,pieces/m3,Very Low,19.4667,-44.2167,2014-12-02,0.45
3522,Atlantic Ocean,0.005,pieces/m3,Medium,19.7333,-43.1167,2014-12-02,0.45
3523,Atlantic Ocean,0.006,pieces/m3,Medium,19.35,-44.05,2014-12-02,0.45
3524,Atlantic Ocean,0.06,pieces/m3,Medium,19.45,-45.0767,2014-12-02,0.45
3525,Atlantic Ocean,0.038,pieces/m3,Medium,18.7888,-38.3155,2014-12-02,0.45
3526,Atlantic Ocean,0.108,pieces/m3,Medium,18.5923,-40.64,2014-12-02,0.45
3527,Atlantic Ocean,0.01,pieces/m3,Medium,13.8283,-58.9175,2014-12-02,0.45
3528,Atlantic Ocean,0.028,pieces/m3,Medium,14.4365,-58.6623,2014-12-02,0.45
3529,Atlantic Ocean,0.006,pieces/m3,Medium,14.3039,-59.8393,2014-12-02,0.45
3530,Atlantic Ocean,0.0,pieces/m3,Very Low,14.1198,-60.8745,2014-12-02,0.45
3531,Atlantic Ocean,0.006,pieces/m3,Medium,17.0813,-28.1118,2014-12-03,0.45
